product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,total_dependencies_loc,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
mopidy/mopidy-spotify,13,1772,111,1379,5697,84341,317,122908,5,66812,35,10736,160,3014,12,12,7,56096,282,112172,5550,81327,0,0,53,8530,627,7819,1,11287,14,2757,42,512,7,56096,229,103642,4923,73508,4,55525,21,7979,118,2502
evonove/mkm-sdk,12,1089,29,348,1329,31802,156,45928,2,6786,2,167,2,49,7,7,5,39142,154,45761,1327,31753,0,0,17,5385,235,3913,1,5435,1,50,1,11,5,39142,137,40376,1092,27840,1,1351,1,117,1,38
wtforms/wtforms,20,3578,220,2064,34,212,2,367,1,367,1,304,2,93,1,1,0,0,1,63,33,119,0,0,1,63,33,208,1,367,1,304,2,93,0,0,0,0,0,-89,0,0,0,0,0,0
posativ/isso,25,4646,235,2809,4661,58303,201,89601,6,69116,58,35634,450,10500,10,10,4,20485,143,53967,4215,47803,0,0,103,32714,2898,33139,5,68006,57,35292,444,10400,4,20485,40,21253,1317,14664,1,1110,1,342,6,100
pywr/pywr,36,6816,413,4607,26098,614365,1629,812891,10,774917,212,301306,2211,61744,17,17,7,37974,1417,511585,23911,552621,1,29138,1077,400361,15168,406959,4,545313,117,174090,1082,32378,6,8836,340,111224,8743,145662,6,229604,95,127216,1129,29366
flasgger/flasgger,13,2443,113,1859,4399,60687,255,87396,9,62009,37,20791,119,2676,18,18,9,25387,218,66605,4284,58011,1,998,91,18966,1463,19266,5,27700,17,9732,43,1167,8,24389,127,47639,2821,38745,4,34309,20,11059,76,1509
bradleyg/django-s3direct,24,1270,53,630,8965,107638,901,157880,2,150947,98,43518,464,7079,4,4,2,6933,803,114362,8508,100559,0,0,773,106457,8069,95903,1,149210,96,42753,458,6993,2,6933,30,7905,439,4656,1,1737,2,765,6,86
lyft/confidant,61,9422,306,6636,25255,320697,1373,474498,27,297512,199,105861,1115,20932,69,69,42,176986,1174,368637,24181,299765,14,61919,702,195920,14906,171277,20,217506,166,83505,934,17302,28,115067,472,172717,9275,128488,7,80006,33,22356,181,3630
samuelcolvin/arq,12,2065,83,1473,2284,31238,83,41606,2,38276,8,9325,30,812,5,5,3,3330,75,32281,2255,30426,0,0,71,28951,2074,28583,2,38276,8,9325,30,812,3,3330,4,3330,181,1843,0,0,0,0,0,0
samuelcolvin/grablib,8,925,49,679,2170,40794,118,57389,4,38117,26,11617,158,3336,7,7,3,19272,92,45772,2012,37458,1,14545,46,21375,1404,19982,2,15565,17,8735,120,2549,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
parallelssh/parallel-ssh,23,6886,275,4507,5602,58686,352,97200,2,87821,45,23936,240,3550,7,7,5,9379,307,73264,5378,55136,2,48,217,38530,3530,33502,1,60283,40,21801,170,2497,3,9331,90,34734,1848,21634,1,27538,5,2135,70,1053
jupyter-widgets/ipyleaflet,11,3305,124,1135,18787,262965,1357,496598,6,78099,22,10885,143,2838,40,40,34,418499,1335,485713,18657,260127,1,746,36,5561,339,3919,2,7879,8,3064,37,700,33,417753,1299,480152,18318,256208,4,70220,14,7821,106,2138
thenaterhood/gscreenshot,30,3805,223,2880,1169,21457,94,31016,1,31016,7,4994,18,564,1,1,0,0,87,26022,1151,20893,0,0,87,26022,1151,20893,1,31016,7,4994,18,564,0,0,0,0,0,0,0,0,0,0,0,0
veeresht/commpy,24,6229,213,4251,34638,693194,2191,1200071,4,969494,30,39484,135,4957,17,17,13,230577,2161,1160587,34505,688237,0,0,1609,930010,25409,541537,4,969494,30,39484,135,4957,13,230577,552,230577,9096,146700,0,0,0,0,0,0
smartsheet-platform/smartsheet-python-sdk,182,21065,1477,10751,1441,30625,126,45137,4,24351,12,7233,49,1378,8,8,4,20786,114,37904,1392,29247,2,4807,62,11896,750,11084,2,13051,9,5962,45,1278,2,15979,52,26008,642,18163,2,11300,3,1271,4,100
encode/django-rest-framework,76,16422,961,11322,9046,108722,907,160516,3,153583,145,64871,692,11950,5,5,2,6933,762,95645,8364,96772,0,0,729,87369,7855,91357,1,149210,140,61841,675,11613,2,6933,33,8276,509,5415,2,4373,5,3030,17,337
cuthbertlab/music21,254,289745,4457,110529,16166,301396,1038,528128,4,63173,31,10870,77,1249,23,23,19,464955,1007,517258,16089,300147,3,134117,260,185484,4430,73280,3,57845,30,6478,76,1198,16,330838,747,331774,11659,226867,1,5328,1,4392,1,51
pyfilesystem/pyfilesystem2,58,15848,820,11555,1460,19353,70,29144,1,27538,1,242,3,21,3,3,2,1606,69,28902,1457,19332,2,1606,69,28902,1457,19332,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
jarun/buku,9,1571,106,1085,4138,48370,193,74148,0,0,0,0,0,0,9,9,9,74148,193,74148,4138,48370,3,37829,115,37829,2267,23818,0,0,0,0,0,0,6,36319,78,36319,1871,24552,0,0,0,0,0,0
globocom/m3u8,7,2437,134,1603,12,137,3,447,1,447,1,162,3,74,1,1,0,0,2,285,9,63,0,0,2,285,9,63,1,447,1,162,3,74,0,0,0,0,0,0,0,0,0,0,0,0
safetyculture/safetyculture-sdk-python,13,2728,117,2149,6907,98307,485,149568,7,78493,22,19475,197,6800,19,19,12,71075,463,130093,6710,91507,4,15268,299,64273,3462,47205,6,67317,20,18312,194,6723,8,55807,164,65820,3248,44302,1,11176,2,1163,3,77
pallets-eco/flask-caching,15,2312,105,1656,3074,42410,148,61564,4,47066,11,4600,33,516,10,10,6,14498,137,56964,3044,41894,0,0,22,8116,418,6891,2,9963,8,1847,25,378,6,14498,115,48848,2626,35003,2,37103,3,2753,8,138
beeware/briefcase,60,16184,622,12683,15011,233401,1390,531068,11,166157,65,32054,314,6331,36,36,25,364911,1325,499014,14699,227070,4,227232,690,243649,9773,147109,7,46102,58,29685,263,5552,21,137679,635,255365,4926,79961,4,120055,7,2369,51,779
mfussenegger/cr8,23,3489,217,2363,3992,58854,650,159230,9,144749,39,22071,189,5698,17,17,8,14481,611,137159,3806,53156,0,0,547,109923,2836,30473,6,126497,32,16574,153,4900,8,14481,64,27236,970,22683,3,18252,7,5497,36,798
onelogin/python3-saml,31,6701,249,5191,511,6691,47,11449,2,9908,10,3704,26,714,4,4,2,1541,37,7745,485,5977,1,543,36,6747,424,5614,2,9908,10,3704,26,714,1,998,1,998,61,363,0,0,0,0,0,0
onelogin/python-saml,26,6509,220,5264,69,576,11,1050,1,1050,6,461,11,103,1,1,0,0,5,589,59,473,0,0,5,589,59,475,1,1050,6,461,11,103,0,0,0,0,0,-2,0,0,0,0,0,0
weaveworks/grafanalib,15,7129,207,2456,192,4265,19,5459,1,5459,5,4442,19,568,1,1,0,0,14,1017,173,3697,0,0,14,1017,173,3697,1,5459,5,4442,19,568,0,0,0,0,0,0,0,0,0,0,0,0
hadrieng/insilicoseq,16,2723,61,2230,23143,504331,1482,718860,7,623187,144,133453,693,23770,12,12,5,95673,1338,585407,22455,480561,1,787,1170,480508,16986,402746,6,612011,142,132290,690,23693,4,94886,168,104899,5469,77815,1,11176,2,1163,3,77
nucleic/atom,27,3147,118,1960,162,1687,1,3072,0,0,0,0,0,0,1,1,1,3072,1,3072,162,1687,1,3072,1,3072,162,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geopy/geopy,45,10603,346,7813,64,1886,8,2366,1,2366,3,1878,36,1333,1,1,0,0,5,488,28,553,0,0,5,488,28,553,1,2366,3,1878,36,1333,0,0,0,0,0,0,0,0,0,0,0,0
mechanicalsoup/mechanicalsoup,7,1316,67,1014,1759,35627,124,51915,3,23557,12,9317,32,1002,9,9,6,28358,112,42598,1727,34625,1,7110,46,11337,842,12676,2,12381,10,8154,29,925,5,21248,66,31261,885,21949,1,11176,2,1163,3,77
openidc/pyoidc,105,28170,1165,19921,10735,142697,764,224764,10,164907,117,44547,550,10830,21,21,11,59857,647,180217,10186,131867,1,846,238,59774,4666,50800,6,94307,106,35379,458,9064,10,59011,409,120443,5520,81067,4,70600,11,9168,92,1766
freakboy3742/pyxero,12,2271,120,1422,4287,64315,292,93494,5,41201,27,9568,133,3154,13,13,8,52293,265,83926,4155,61161,3,27448,121,28685,1898,20971,2,6786,14,5549,90,2315,5,24845,144,55241,2257,40190,3,34415,13,4019,43,839
python-smpplib/python-smpplib,11,2232,104,906,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
autokey/autokey,84,16515,1182,11536,1002,11074,83,28795,3,27797,10,7206,99,1952,4,4,1,998,73,21589,906,9122,0,0,72,20591,845,8767,3,27797,10,7206,99,1952,1,998,1,998,61,355,0,0,0,0,0,0
viniciuschiele/flask-apscheduler,7,917,58,659,5148,71013,276,105007,5,71415,11,5914,44,1175,15,15,10,33592,265,99093,5106,69838,0,0,69,16442,942,14398,3,21007,9,4565,40,1147,10,33592,196,82651,4164,55440,2,50408,2,1349,4,28
aksw/quitstore,34,6940,384,5491,7081,95532,347,146283,12,120939,74,61758,489,9621,19,19,7,25344,273,84525,6598,85911,0,0,127,30639,2258,31283,6,60853,40,30214,322,6348,7,25344,146,53886,4340,54628,6,60086,34,31544,167,3273
danielperna84/ha-philipsjs,10,12840,116,1737,4268,52593,229,76739,8,56613,55,19571,343,5503,11,11,3,20126,174,57168,3926,47090,0,0,70,15153,1566,14899,2,26550,26,11397,170,2437,3,20126,104,42015,2360,32191,6,30063,29,8174,173,3066
packethost/packet-python,24,1756,185,1308,882,22187,73,32714,2,16611,9,4478,19,373,5,5,3,16103,64,28236,863,21814,0,0,11,2120,220,3628,1,5435,7,3315,16,296,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
osmcode/pyosmium,11,1912,121,993,882,22187,73,32714,3,27987,19,7580,117,2557,5,5,2,4727,54,25134,765,19630,0,0,8,737,157,2154,1,5435,10,4698,79,1770,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
teledynelecroy/signalintegrity,512,68925,4066,54142,30498,595418,2161,942427,6,582115,156,163408,867,30193,18,18,12,360312,2005,779019,29638,565225,2,189006,1324,593355,20445,434248,4,543483,111,139134,720,25281,10,171306,681,185664,9193,130977,2,38632,45,24274,147,4912
goldmann/docker-squash,12,1975,76,1724,1839,38381,169,53916,5,46083,38,12388,164,3424,8,8,3,7833,131,41528,1675,34957,0,0,52,10380,587,10648,1,14033,16,3653,35,594,3,7833,79,31148,1088,24309,4,32050,22,8735,129,2830
vlachoudis/bcnc,106,56046,2338,43583,6079,134384,376,184625,5,184032,67,63234,462,12392,6,6,1,593,309,121391,5618,121992,1,593,309,121391,5618,122033,5,184032,67,63234,462,12392,0,0,0,0,0,-41,0,0,0,0,0,0
nengo/nengo,106,27827,1424,17609,3780,98226,238,133985,1,133985,32,43589,166,8227,1,1,0,0,206,90396,3614,89999,0,0,206,90396,3614,89999,1,133985,32,43589,166,8227,0,0,0,0,0,0,0,0,0,0,0,0
nengo/nengo-spa,45,8520,462,5329,6176,130620,431,179389,2,179389,34,36070,113,3109,2,2,0,0,397,143319,6068,127511,0,0,174,37835,2346,31726,1,45404,19,7569,55,698,0,0,223,105484,3722,95785,1,133985,15,28501,58,2411
nengo/nengo-gui,52,12598,805,9221,6176,130620,431,179389,2,179389,20,26675,33,1080,2,2,0,0,411,152714,6143,129540,0,0,183,41710,2378,32136,1,45404,10,3694,18,258,0,0,228,111004,3765,97404,1,133985,10,22981,15,822
coddingtonbear/django-measurement,6,322,14,243,22426,344041,1763,660787,1,149210,6,6795,12,70,8,8,7,511577,1757,653992,22419,343971,2,1499,886,143914,8591,103466,1,149210,6,6795,12,70,5,510078,871,510078,13828,240505,0,0,0,0,0,0
xtrinch/fcm-django,23,1445,56,634,21463,295799,1932,467309,5,186561,41,31538,113,1702,43,43,38,280748,1891,435771,21362,294097,0,0,867,136288,9196,109505,2,160667,31,24379,90,1307,38,280748,1024,299483,12166,184592,3,25894,10,7159,23,395
devexp-db/distgen,11,993,72,768,1261,16472,49,22978,3,21613,8,6990,39,684,5,5,2,1365,41,15988,1224,15788,1,998,39,15621,1190,15641,3,21613,8,6990,39,684,1,367,2,367,34,147,0,0,0,0,0,0
relekang/python-semantic-release,23,3687,168,2675,12578,164779,1097,352517,11,93816,57,28866,348,6902,37,37,26,258701,1040,323651,12233,157877,2,9878,218,51259,3153,46278,7,66806,44,25425,304,6061,24,248823,822,272392,9080,111599,4,27010,13,3441,44,841
dmtf/python-redfish-library,12,4678,211,3938,1586,31049,128,46348,6,22782,14,6760,49,631,13,13,7,23566,114,39588,1537,30418,1,366,15,2865,282,4213,2,5822,8,3323,15,216,6,23200,99,36723,1255,26205,4,16960,6,3437,34,415
justinfx/fileseq,8,3818,156,2953,1853,23717,225,40304,1,40304,6,3717,18,210,1,1,0,0,219,36587,1835,23507,0,0,219,36587,1835,23507,1,40304,6,3717,18,210,0,0,0,0,0,0,0,0,0,0,0,0
redhatqe/wrapanapi,37,15271,1199,11710,70021,1170446,8657,2051977,57,921241,267,284565,1606,38568,160,160,103,1130736,8390,1767412,68422,1131878,2,390864,2378,670288,28317,465417,22,441642,112,162218,558,15119,101,739872,6012,1097124,40105,666461,35,479599,155,122347,1048,23449
dpgaspar/flask-appbuilder,87,20099,1143,12853,21342,308060,1404,552428,28,335500,158,139358,818,18268,50,50,22,216928,1246,413070,20538,289792,1,9466,167,26647,2528,33636,15,49712,63,32531,324,6933,21,207462,1079,386423,18010,256156,13,285788,95,106827,494,11335
django-money/django-money,36,1830,119,1157,10873,135343,998,197784,5,190851,128,59519,653,10677,7,7,2,6933,870,138265,10231,124666,0,0,818,121632,9349,112176,3,177551,123,55919,610,9610,2,6933,52,16633,882,12490,2,13300,5,3600,43,1067
pyabel/pyabel,57,13300,300,8874,11772,306398,765,419489,3,418491,87,107978,608,24754,4,4,1,998,678,311511,11171,281644,1,998,678,311511,11171,282371,3,418491,87,107978,608,24754,0,0,0,0,0,-727,0,0,0,0,0,0
brobin/django-seed,14,1454,124,935,10666,125826,1549,471360,3,455718,29,18296,79,1562,8,8,5,15642,1520,453064,10608,124264,1,95,1470,436425,9804,113603,2,453981,28,17651,74,1485,4,15547,50,16639,804,10661,1,1737,1,645,5,77
dmoj/judge-server,163,10540,709,6378,6490,82009,465,208965,6,208320,76,73004,733,11629,7,7,1,645,389,135961,5759,70380,1,645,309,113093,1556,19778,5,129537,41,17089,110,2377,0,0,80,22868,4203,50602,1,78783,35,55915,623,9252
napalm-automation/napalm,58,25047,608,21332,13991,200013,1173,331429,16,230484,58,41896,413,9041,34,34,18,100945,1115,289533,13580,190972,2,22879,799,192065,8653,123194,12,201928,45,32742,356,7791,16,78066,316,97468,4927,67778,4,28556,13,9154,57,1250
kz26/pyexcelerate,19,1797,172,1089,857,10738,28,15598,1,14233,4,5040,14,282,3,3,2,1365,24,10558,843,10456,1,998,22,10191,809,10244,1,14233,4,5040,14,282,1,367,2,367,34,212,0,0,0,0,0,0
paulhancock/aegean,27,11047,205,9486,35223,798683,2415,1182169,14,1009664,207,284390,1331,52665,26,26,12,172505,2208,897779,33902,746018,0,0,1122,489915,16912,440474,6,659081,127,169166,826,31553,12,172505,1086,407864,16990,305544,8,350583,80,115224,505,21112
lmfit/lmfit-py,19,10262,371,7995,12482,318883,944,441299,4,400995,84,112046,522,24310,5,5,1,40304,860,329253,11966,294573,0,0,635,288949,10113,271489,4,400995,84,112046,522,24310,1,40304,225,40304,1853,23084,0,0,0,0,0,0
neutronx/django-markdownx,23,1589,41,822,10539,134042,1030,196544,4,189198,69,36503,161,4004,7,7,3,7346,961,160041,10382,130038,0,0,928,151603,9900,125151,3,187461,68,35858,156,3927,3,7346,33,8438,482,4887,1,1737,1,645,5,77
identitypython/pysaml2,150,65067,2945,32980,5602,81015,325,132967,7,52042,30,17494,170,3084,15,15,8,80925,295,115473,5433,77931,1,22006,152,46541,2419,30125,6,40866,28,16331,167,3007,7,58919,143,68932,3014,47806,1,11176,2,1163,3,77
django-getpaid/django-getpaid,54,2694,130,959,9769,122183,1029,177822,4,151783,70,33576,302,5329,11,11,7,26039,959,144246,9483,116854,3,12604,107,13764,641,10521,3,2573,4,1413,19,195,4,13435,852,130482,8842,106333,1,149210,66,32163,283,5134
darknessomi/musicbox,18,4494,226,3570,1362,30141,90,43575,3,27987,20,7737,120,2636,7,7,4,15588,70,35838,1242,27505,0,0,7,580,154,2075,1,5435,11,4855,82,1849,4,15588,63,35258,1088,25430,2,22552,9,2882,38,787
macs3-project/macs,25,3953,63,2973,22854,524806,1287,728106,3,240306,38,57423,628,9305,15,15,12,487800,1249,670683,22226,515501,2,4048,330,159690,8146,152406,2,212768,36,57126,624,9279,10,483752,919,510993,14080,363095,1,27538,2,297,4,26
thumbor/thumbor,114,11371,533,7296,2771,43848,179,65172,8,60625,72,36360,282,7232,12,12,4,4547,107,28812,2492,36616,1,2636,58,12449,1160,19303,2,32044,44,22231,135,4106,3,1911,49,16363,1332,17313,6,28581,28,14129,147,3126
ros-infrastructure/bloom,41,10081,391,6905,6487,79959,381,125553,10,112185,54,23646,343,5475,13,13,3,13368,327,101907,6144,74484,0,0,142,43716,2754,36703,6,55418,20,11702,166,2156,3,13368,185,58191,3390,37781,4,56767,34,11944,177,3319
ros-infrastructure/ros_buildfarm,236,20282,534,13070,6375,81142,390,125295,6,90387,50,20390,293,4771,13,13,7,34908,340,104905,6082,76371,1,3545,59,6558,980,11237,3,14404,33,11391,114,1622,6,31363,281,98347,5102,65134,3,75983,17,8999,179,3149
cgatoxford/umi-tools,20,7888,157,5346,34566,687672,1983,1006457,9,755614,162,234874,1536,46938,22,22,13,250843,1821,771583,33051,640734,1,40304,1226,527613,21154,476668,6,714346,154,227037,1488,45391,12,210539,595,243970,11897,164066,3,41268,8,7837,48,1547
mvexel/overpass-api-python-wrapper,7,534,22,337,7087,155817,456,215139,4,28166,16,6332,29,570,14,14,10,186973,440,208807,7063,155247,0,0,56,11821,643,12936,3,16990,14,5169,26,493,10,186973,384,196986,6420,142311,1,11176,2,1163,3,77
odlgroup/odl,149,70557,2182,54852,12375,314037,935,435320,3,395016,88,110657,485,22993,4,4,1,40304,847,324663,11896,291044,1,40304,847,324663,11896,291652,3,395016,88,110657,485,22993,0,0,0,0,0,-608,0,0,0,0,0,0
tarpas/pytest-testmon,9,2376,160,1884,2631,36313,132,50922,3,44712,22,10271,176,3268,7,7,4,6210,110,40651,2455,33045,0,0,77,33618,2087,27954,2,43287,21,9669,175,3266,4,6210,33,7033,368,5091,1,1425,1,602,1,2
samreay/chainconsumer,12,4284,106,3742,32743,742789,2096,1080372,9,947111,172,251282,1558,55176,19,19,10,133261,1924,829090,31210,687613,0,0,1268,610159,19068,472514,4,734244,88,124085,606,27254,10,133261,656,218931,12142,215099,5,212867,84,127197,952,27922
poppy-project/pypot,89,13367,871,8101,26124,567691,1682,957726,4,423017,72,76223,437,16339,12,12,8,534709,1610,881503,25696,551352,2,6022,716,352816,11667,298184,4,423017,72,76223,437,16339,6,528687,894,528687,14029,253168,0,0,0,0,0,0
kalaspuff/tomodachi,43,9042,241,7017,6018,84151,320,124215,10,67906,31,16737,129,2290,25,25,15,56309,289,107478,5896,81861,3,1004,115,38003,2512,31302,5,45928,17,8929,85,1415,12,55305,174,69475,3384,50559,5,21978,14,7808,44,875
transifex/transifex-client,18,4397,166,3520,2020,38009,147,56150,5,48837,30,16117,96,2014,10,10,5,7313,117,40033,1926,35995,1,998,68,18869,1338,21282,3,33136,27,15265,75,1672,4,6315,49,21164,588,14713,2,15701,3,852,21,342
jtpereyda/boofuzz,142,21624,1045,14493,8090,110107,495,166190,11,96316,43,32911,165,2875,19,19,8,69874,452,133279,7927,107232,0,0,121,45646,3369,48164,9,72504,35,26858,151,2591,8,69874,331,87633,4558,59068,2,23812,8,6053,14,284
theopolis/uefi-firmware-parser,27,7958,292,3315,2124,26799,247,47549,0,0,0,0,0,0,2,2,2,47549,247,47549,2124,26799,1,40304,225,40304,1853,23717,0,0,0,0,0,0,1,7245,22,7245,271,3082,0,0,0,0,0,0
geopandas/geopandas,44,22757,644,18594,11586,268972,682,355781,7,329539,139,169344,1399,45129,17,17,10,26242,543,186437,10214,223843,1,6986,239,63878,5302,115371,4,185302,105,128410,1204,37337,9,19256,304,122559,4912,108472,3,144237,34,40934,195,7792
tintinweb/scapy-ssl_tls,9,5311,337,2572,8160,89978,483,212126,3,212126,126,70625,625,9592,3,3,0,0,357,141501,7535,80386,0,0,114,35009,2408,28786,2,57106,75,22097,304,5872,0,0,243,106492,5127,51600,1,155020,51,48528,321,3720
automl/configspace,32,9567,252,6996,11225,300943,711,410266,3,150226,13,36500,33,928,5,5,2,260040,698,373766,11193,300015,2,260040,697,373760,10978,295743,2,144898,11,31178,29,897,0,0,1,6,215,4272,1,5328,2,5322,4,31
streamlink/streamlink,252,49044,2179,31097,5671,84729,392,132620,10,126061,101,29744,394,7828,13,13,3,6559,291,102876,5278,76901,1,958,181,50819,3236,40741,7,75971,90,26110,352,6880,2,5601,110,52057,2042,36160,3,50090,11,3634,42,948
sunpy/sunpy,197,45293,1757,30069,13923,307654,899,423080,10,407027,215,224389,1350,45021,17,17,7,16053,684,198691,12602,262633,0,0,361,82119,6135,117265,2,204267,128,122148,872,28385,7,16053,323,116572,6467,145368,8,202760,87,102241,478,16636
opsdroid/opsdroid,95,16773,698,12341,14444,215527,1264,421188,27,177977,102,68439,764,14684,61,61,34,243211,1162,352749,13689,200843,4,24373,281,84562,4833,73621,13,100031,56,39842,450,7272,30,218838,881,268187,8856,127222,14,77946,46,28597,314,7412
shaypal5/cachier,11,3358,124,1932,1782,22736,106,35711,3,34856,11,3284,23,227,4,4,1,855,95,32427,1759,22509,1,855,95,32427,1759,22509,3,34856,11,3284,23,227,0,0,0,0,0,0,0,0,0,0,0,0
cpcloud/numbsql,6,1327,45,892,15430,227373,648,313190,3,285652,45,49791,173,3326,4,4,1,27538,603,263399,15261,224047,0,0,308,130232,10183,110903,2,152169,32,21937,125,1273,1,27538,295,133167,5078,113144,1,133483,13,27854,48,2053
jswhit/pygrib,2,159,3,24,4035,105155,261,143419,1,133985,1,1211,1,27,3,3,2,9434,260,142208,4034,105128,1,9310,257,142084,4031,105095,1,133985,1,1211,1,27,1,124,3,124,3,33,0,0,0,0,0,0
python-gitlab/python-gitlab,89,15162,491,7419,1077,24362,107,36523,3,20420,10,5291,31,469,6,6,3,16103,97,31232,1046,23893,0,0,44,5116,403,5707,2,9244,8,4128,28,392,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
svenkreiss/html5validator,5,422,11,292,347,4618,18,5923,1,5923,1,390,2,19,1,1,0,0,17,5533,345,4599,0,0,17,5533,345,4599,1,5923,1,390,2,19,0,0,0,0,0,0,0,0,0,0,0,0
marketsquare/robotframework-requests,24,2822,145,2047,5202,52527,306,83596,4,78869,35,14014,135,2430,6,6,2,4727,271,69582,5068,50097,0,0,225,45185,4460,32894,2,56317,26,11132,97,1643,2,4727,46,24397,608,17203,2,22552,9,2882,38,787
hvac/hvac,66,17663,532,15585,1144,25870,86,38377,3,27987,19,7580,82,1656,6,6,3,10390,67,30797,1062,24214,1,5663,21,6400,454,6738,1,5435,10,4698,44,869,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
keleshev/schema,3,2571,178,1979,70,537,1,798,1,798,1,798,2,32,1,1,0,0,0,0,69,505,0,0,0,0,69,518,1,798,1,798,2,32,0,0,0,0,0,-13,0,0,0,0,0,0
bitcraze/crazyflie-lib-python,86,15497,906,10300,10818,292019,728,399549,4,398037,60,71597,375,17197,6,6,2,1512,668,327952,10449,274822,0,0,459,248149,6793,190342,3,263004,18,14855,69,3009,2,1512,209,79803,3656,84480,1,135033,42,56742,306,14188
metomi/rose,131,34089,1183,23439,12853,190944,513,290362,5,242214,28,37798,109,3205,14,14,9,48148,485,252564,12746,187739,3,20346,172,58540,2570,38157,3,44921,11,6727,34,587,6,27802,313,194024,10176,149582,2,197293,17,31071,75,2618
plamere/spotipy,7,3750,207,3105,2578,44866,138,62105,4,28985,24,10409,144,3099,8,8,4,33120,114,51696,2434,41767,1,28146,70,28726,1828,24578,2,6433,12,5853,85,1867,3,4974,44,22970,606,17189,2,22552,12,4556,59,1232
apragacz/django-rest-registration,58,3638,206,1721,9983,119807,979,176441,4,169508,67,30312,267,4224,6,6,2,6933,912,146129,9732,115583,0,0,879,137853,9223,110326,2,165135,62,27282,250,3887,2,6933,33,8276,509,5257,2,4373,5,3030,17,337
locustio/locust,38,8898,412,6155,10994,141213,662,220549,15,162857,123,73463,635,12204,29,29,14,57692,539,147086,10383,129009,1,1486,297,48062,5071,53786,9,99188,94,52612,527,9802,13,56206,242,99024,5312,75223,6,63669,29,20851,108,2402
thombashi/tcconfig,37,5162,271,3766,6242,96919,596,188837,17,169754,108,38703,464,8819,23,23,6,19083,488,150134,5783,88100,0,0,306,67012,3912,53842,9,92048,47,25036,228,4737,6,19083,182,83122,1871,34258,8,77706,61,13667,236,4082
thombashi/datetimerange,3,1056,34,866,825,12762,89,57562,1,7616,2,2212,35,1217,6,6,5,49946,87,55350,790,11545,0,0,16,5404,268,4683,1,7616,2,2212,35,1217,5,49946,71,49946,522,6862,0,0,0,0,0,0
